1000	5.325000165612437e-05	0.0007682499999646097
2000	0.00010504199963179417	0.0015346669988502981
3000	0.0001605830002517905	0.0022791669998696307
4000	0.00020929200036334805	0.003066082999794162
5000	0.0002628330003062729	0.0040221660001407145
6000	0.00031725000008009374	0.004620249999788939
7000	0.0003707089999807067	0.00519620799968834
8000	0.00042045900045195594	0.006034125000951462
9000	0.0004750420011987444	0.006939041000805446
10000	0.0005382919989642687	0.007622666998940986
11000	0.0005824999989272328	0.00835216699852026
12000	0.0006893749996379483	0.0090777090008487
13000	0.0006877079995319946	0.00996070899964252
14000	0.0007655420013179537	0.010736542000813643
15000	0.0007987920016603312	0.011409750000893837
