"Date and Time Run #1","Time (s) Run #1","Position, Ch P1 (m) Run #1","Velocity, Ch P1 (m/s) Run #1","Acceleration, Ch P1 (m/s²) Run #1","Ping Echo Time, Ch P1 (s) Run #1","Position, Ch 1+2 (m) Run #1","Velocity, Ch 1+2 (m/s) Run #1","Acceleration, Ch 1+2 (m/s²) Run #1","Ping Echo Time, Ch 1+2 (s) Run #1"
05/24/2024 01:56:33 pm,0.540,0.21,0.00,-0.03,0.001237,,,,
05/24/2024 01:56:33 pm,0.550,,,,,-0.466,-0.56,0.0,0.002708
05/24/2024 01:56:33 pm,0.560,0.21,0.00,0.02,0.001235,,,,
05/24/2024 01:56:33 pm,0.570,,,,,-0.477,-0.57,0.0,0.002772
05/24/2024 01:56:33 pm,0.580,0.21,-4.44E-5,0.04,0.001236,,,,
05/24/2024 01:56:33 pm,0.590,,,,,-0.488,-0.57,0.0,0.002839
05/24/2024 01:56:33 pm,0.600,0.21,0.00,0.02,0.001236,,,,
05/24/2024 01:56:33 pm,0.610,,,,,-0.500,-0.57,-0.1,0.002904
05/24/2024 01:56:33 pm,0.620,0.21,0.00,-0.21,0.001236,,,,
05/24/2024 01:56:33 pm,0.630,,,,,-0.511,-0.56,0.1,0.002970
05/24/2024 01:56:33 pm,0.640,0.21,8.42E-4,-1.17,0.001236,,,,
05/24/2024 01:56:33 pm,0.650,,,,,-0.522,-0.58,1.6,0.003036
05/24/2024 01:56:33 pm,0.660,0.21,-0.02,-2.79,0.001236,,,,
05/24/2024 01:56:33 pm,0.670,,,,,-0.533,-0.53,3.8,0.003101
05/24/2024 01:56:33 pm,0.680,0.21,-0.11,-3.89,0.001237,,,,
05/24/2024 01:56:33 pm,0.690,,,,,-0.547,-0.41,4.8,0.003178
05/24/2024 01:56:33 pm,0.700,0.21,-0.22,-3.28,0.001218,,,,
05/24/2024 01:56:33 pm,0.710,,,,,-0.550,-0.29,3.3,0.003199
05/24/2024 01:56:33 pm,0.720,0.20,-0.27,-1.39,0.001174,,,,
05/24/2024 01:56:33 pm,0.730,,,,,-0.554,-0.25,0.7,0.003222
05/24/2024 01:56:33 pm,0.740,0.20,-0.26,0.05,0.001146,,,,
05/24/2024 01:56:33 pm,0.750,,,,,-0.560,-0.29,-0.7,0.003258
05/24/2024 01:56:33 pm,0.760,0.19,-0.24,0.33,0.001120,,,,
05/24/2024 01:56:33 pm,0.770,,,,,-0.567,-0.31,-0.5,0.003294
05/24/2024 01:56:33 pm,0.780,0.19,-0.25,0.02,0.001090,,,,
05/24/2024 01:56:33 pm,0.790,,,,,-0.573,-0.31,0.4,0.003332
05/24/2024 01:56:33 pm,0.800,0.18,-0.25,-0.31,0.001063,,,,
05/24/2024 01:56:33 pm,0.810,,,,,-0.579,-0.29,0.7,0.003367
05/24/2024 01:56:33 pm,0.820,0.18,-0.25,-0.44,0.001032,,,,
05/24/2024 01:56:33 pm,0.830,,,,,-0.585,-0.27,0.5,0.003399
05/24/2024 01:56:33 pm,0.840,0.17,-0.27,-0.39,0.001005,,,,
05/24/2024 01:56:33 pm,0.850,,,,,-0.590,-0.27,0.1,0.003429
05/24/2024 01:56:33 pm,0.860,0.17,-0.28,-0.07,9.729730E-4,,,,
05/24/2024 01:56:33 pm,0.870,,,,,-0.595,-0.27,-0.2,0.003460
05/24/2024 01:56:33 pm,0.880,0.16,-0.27,0.28,9.324896E-4,,,,
05/24/2024 01:56:33 pm,0.890,,,,,-0.601,-0.28,-0.2,0.003492
05/24/2024 01:56:33 pm,0.900,0.16,-0.26,0.24,9.117750E-4,,,,
05/24/2024 01:56:33 pm,0.910,,,,,-0.607,-0.28,-0.1,0.003526
05/24/2024 01:56:33 pm,0.920,0.15,-0.25,0.12,8.776802E-4,,,,
05/24/2024 01:56:33 pm,0.930,,,,,-0.612,-0.28,0.1,0.003558
05/24/2024 01:56:33 pm,0.940,0.15,-0.26,0.10,8.465503E-4,,,,
05/24/2024 01:56:33 pm,0.950,,,,,-0.618,-0.28,0.1,0.003591
05/24/2024 01:56:33 pm,0.960,0.14,-0.25,0.44,8.207181E-4,,,,
05/24/2024 01:56:33 pm,0.970,,,,,-0.623,-0.28,0.1,0.003623
05/24/2024 01:56:33 pm,0.980,0.14,-0.25,1.25,7.854516E-4,,,,
05/24/2024 01:56:33 pm,0.990,,,,,-0.628,-0.27,0.0,0.003654
05/24/2024 01:56:34 pm,1.000,0.13,-0.21,2.25,7.625910E-4,,,,
05/24/2024 01:56:34 pm,1.010,,,,,-0.634,-0.27,0.0,0.003687
05/24/2024 01:56:34 pm,1.020,0.13,-0.15,3.05,7.311097E-4,,,,
05/24/2024 01:56:34 pm,1.030,,,,,-0.639,-0.28,0.0,0.003718
05/24/2024 01:56:34 pm,1.040,0.12,-0.08,2.93,7.251269E-4,,,,
05/24/2024 01:56:34 pm,1.050,,,,,-0.645,-0.27,0.1,0.003751
05/24/2024 01:56:34 pm,1.060,0.12,-0.02,2.04,7.179821E-4,,,,
05/24/2024 01:56:34 pm,1.070,,,,,-0.651,-0.27,0.1,0.003782
05/24/2024 01:56:34 pm,1.080,0.12,0.00,0.90,7.188742E-4,,,,
05/24/2024 01:56:34 pm,1.090,,,,,-0.656,-0.27,0.1,0.003813
05/24/2024 01:56:34 pm,1.100,0.12,0.01,0.15,7.261271E-4,,,,
05/24/2024 01:56:34 pm,1.110,,,,,-0.661,-0.27,0.1,0.003845
05/24/2024 01:56:34 pm,1.120,0.12,-7.83E-5,-0.01,7.188922E-4,,,,
05/24/2024 01:56:34 pm,1.130,,,,,-0.666,-0.27,0.1,0.003875
05/24/2024 01:56:34 pm,1.140,0.12,0.00,-0.05,7.250906E-4,,,,
05/24/2024 01:56:34 pm,1.150,,,,,-0.672,-0.26,0.3,0.003906
05/24/2024 01:56:34 pm,1.160,0.12,0.01,-0.11,7.198560E-4,,,,
05/24/2024 01:56:34 pm,1.170,,,,,-0.677,-0.26,0.6,0.003937
05/24/2024 01:56:34 pm,1.180,0.13,0.00,-0.08,7.281274E-4,,,,
05/24/2024 01:56:34 pm,1.190,,,,,-0.682,-0.24,1.3,0.003966
05/24/2024 01:56:34 pm,1.200,0.12,-0.01,0.28,7.209820E-4,,,,
05/24/2024 01:56:34 pm,1.210,,,,,-0.687,-0.21,2.4,0.003995
05/24/2024 01:56:34 pm,1.220,0.12,0.01,0.51,7.220000E-4,,,,
05/24/2024 01:56:34 pm,1.230,,,,,-0.691,-0.15,3.4,0.004018
05/24/2024 01:56:34 pm,1.240,0.12,0.03,0.19,7.218015E-4,,,,
05/24/2024 01:56:34 pm,1.250,,,,,-0.693,-0.07,4.1,0.004032
05/24/2024 01:56:34 pm,1.260,0.13,0.02,-0.37,7.330367E-4,,,,
05/24/2024 01:56:34 pm,1.270,,,,,-0.694,0.02,4.1,0.004034
05/24/2024 01:56:34 pm,1.280,0.13,0.00,-0.62,7.310548E-4,,,,
05/24/2024 01:56:34 pm,1.290,,,,,-0.692,0.11,3.5,0.004025
05/24/2024 01:56:34 pm,1.300,0.13,-0.01,-0.48,7.279818E-4,,,,
05/24/2024 01:56:34 pm,1.310,,,,,-0.689,0.17,2.5,0.004008
05/24/2024 01:56:34 pm,1.320,0.13,-0.01,-0.21,7.290000E-4,,,,
05/24/2024 01:56:34 pm,1.330,,,,,-0.685,0.21,1.5,0.003982
05/24/2024 01:56:34 pm,1.340,0.13,-0.02,0.04,7.291641E-4,,,,
05/24/2024 01:56:34 pm,1.350,,,,,-0.681,0.23,0.8,0.003958
05/24/2024 01:56:34 pm,1.360,0.12,-0.01,0.24,7.199280E-4,,,,
05/24/2024 01:56:34 pm,1.370,,,,,-0.676,0.24,0.4,0.003930
05/24/2024 01:56:34 pm,1.380,0.12,-0.01,0.19,7.239638E-4,,,,
05/24/2024 01:56:34 pm,1.390,,,,,-0.671,0.24,0.2,0.003902
05/24/2024 01:56:34 pm,1.400,0.12,0.00,0.05,7.261271E-4,,,,
05/24/2024 01:56:34 pm,1.410,,,,,-0.666,0.24,0.1,0.003874
05/24/2024 01:56:34 pm,1.420,0.12,-0.01,-0.02,7.188742E-4,,,,
05/24/2024 01:56:34 pm,1.430,,,,,-0.661,0.24,0.0,0.003846
05/24/2024 01:56:34 pm,1.440,0.12,0.00,0.00,7.261452E-4,,,,
05/24/2024 01:56:34 pm,1.450,,,,,-0.657,0.24,0.0,0.003818
05/24/2024 01:56:34 pm,1.460,0.12,0.00,0.45,7.178744E-4,,,,
05/24/2024 01:56:34 pm,1.470,,,,,-0.652,0.24,0.0,0.003789
05/24/2024 01:56:34 pm,1.480,0.12,0.00,1.35,7.251450E-4,,,,
05/24/2024 01:56:34 pm,1.490,,,,,-0.647,0.24,0.0,0.003761
05/24/2024 01:56:34 pm,1.500,0.12,0.04,2.48,7.168387E-4,,,,
05/24/2024 01:56:34 pm,1.510,,,,,-0.642,0.24,0.0,0.003733
05/24/2024 01:56:34 pm,1.520,0.12,0.11,2.90,7.255828E-4,,,,
05/24/2024 01:56:34 pm,1.530,,,,,-0.637,0.24,0.0,0.003703
05/24/2024 01:56:34 pm,1.540,0.13,0.18,2.22,7.485883E-4,,,,
05/24/2024 01:56:34 pm,1.550,,,,,-0.632,0.24,0.0,0.003677
05/24/2024 01:56:34 pm,1.560,0.13,0.21,1.14,7.704799E-4,,,,
05/24/2024 01:56:34 pm,1.570,,,,,-0.627,0.24,0.0,0.003647
05/24/2024 01:56:34 pm,1.580,0.14,0.21,0.33,7.974816E-4,,,,
05/24/2024 01:56:34 pm,1.590,,,,,-0.623,0.24,0.0,0.003621
05/24/2024 01:56:34 pm,1.600,0.14,0.22,0.05,8.236088E-4,,,,
05/24/2024 01:56:34 pm,1.610,,,,,-0.618,0.24,0.0,0.003593
05/24/2024 01:56:34 pm,1.620,0.14,0.21,0.08,8.422841E-4,,,,
05/24/2024 01:56:34 pm,1.630,,,,,-0.613,0.24,-0.1,0.003564
05/24/2024 01:56:34 pm,1.640,0.15,0.21,0.11,8.766274E-4,,,,
05/24/2024 01:56:34 pm,1.650,,,,,-0.608,0.24,-0.1,0.003536
05/24/2024 01:56:34 pm,1.660,0.15,0.22,0.12,8.933746E-4,,,,
05/24/2024 01:56:34 pm,1.670,,,,,-0.604,0.23,-0.1,0.003509
05/24/2024 01:56:34 pm,1.680,0.16,0.22,-0.01,9.212630E-4,,,,
05/24/2024 01:56:34 pm,1.690,,,,,-0.599,0.23,-0.1,0.003482
05/24/2024 01:56:34 pm,1.700,0.16,0.22,-0.16,9.536186E-4,,,,
05/24/2024 01:56:34 pm,1.710,,,,,-0.594,0.23,-0.1,0.003455
05/24/2024 01:56:34 pm,1.720,0.17,0.21,-0.13,9.692488E-4,,,,
05/24/2024 01:56:34 pm,1.730,,,,,-0.590,0.23,-0.1,0.003428
05/24/2024 01:56:34 pm,1.740,0.17,0.21,-0.07,0.001000,,,,
05/24/2024 01:56:34 pm,1.750,,,,,-0.585,0.23,-0.1,0.003402
05/24/2024 01:56:34 pm,1.760,0.18,0.21,0.03,0.001023,,,,
05/24/2024 01:56:34 pm,1.770,,,,,-0.581,0.22,-0.1,0.003376
05/24/2024 01:56:34 pm,1.780,0.18,0.21,-0.02,0.001046,,,,
05/24/2024 01:56:34 pm,1.790,,,,,-0.576,0.22,-0.1,0.003350
05/24/2024 01:56:34 pm,1.800,0.18,0.22,-0.11,0.001073,,,,
05/24/2024 01:56:34 pm,1.810,,,,,-0.572,0.22,-0.1,0.003325
05/24/2024 01:56:34 pm,1.820,0.19,0.21,-0.06,0.001098,,,,
05/24/2024 01:56:34 pm,1.830,,,,,-0.567,0.22,0.0,0.003299
05/24/2024 01:56:34 pm,1.840,0.19,0.21,0.04,0.001121,,,,
05/24/2024 01:56:34 pm,1.850,,,,,-0.563,0.22,0.0,0.003274
05/24/2024 01:56:34 pm,1.860,0.20,0.21,0.06,0.001143,,,,
05/24/2024 01:56:34 pm,1.870,,,,,-0.559,0.22,0.0,0.003249
05/24/2024 01:56:34 pm,1.880,0.20,0.21,-0.06,0.001172,,,,
05/24/2024 01:56:34 pm,1.890,,,,,-0.554,0.22,0.0,0.003223
05/24/2024 01:56:34 pm,1.900,0.21,0.21,-0.10,0.001196,,,,
05/24/2024 01:56:34 pm,1.910,,,,,-0.550,0.22,0.0,0.003198
05/24/2024 01:56:34 pm,1.920,0.21,0.20,-8.58E-4,0.001217,,,,
05/24/2024 01:56:34 pm,1.930,,,,,-0.546,0.22,0.2,0.003173
05/24/2024 01:56:34 pm,1.940,0.21,0.21,0.04,0.001243,,,,
05/24/2024 01:56:34 pm,1.950,,,,,-0.541,0.22,0.3,0.003148
05/24/2024 01:56:34 pm,1.960,0.22,0.21,0.02,0.001268,,,,
05/24/2024 01:56:34 pm,1.970,,,,,-0.537,0.23,0.1,0.003122
05/24/2024 01:56:34 pm,1.980,0.22,0.21,0.07,0.001292,,,,
05/24/2024 01:56:34 pm,1.990,,,,,-0.532,0.23,-0.2,0.003092
05/24/2024 01:56:35 pm,2.000,0.23,0.21,0.15,0.001315,,,,
05/24/2024 01:56:35 pm,2.010,,,,,-0.527,0.22,-0.3,0.003066
05/24/2024 01:56:35 pm,2.020,0.23,0.22,0.08,0.001340,,,,
05/24/2024 01:56:35 pm,2.030,,,,,-0.523,0.22,-0.3,0.003042
05/24/2024 01:56:35 pm,2.040,0.24,0.22,-0.09,0.001368,,,,
05/24/2024 01:56:35 pm,2.050,,,,,-0.519,0.21,-0.2,0.003017
05/24/2024 01:56:35 pm,2.060,0.24,0.21,-0.15,0.001391,,,,
05/24/2024 01:56:35 pm,2.070,,,,,-0.514,0.21,-0.2,0.002991
05/24/2024 01:56:35 pm,2.080,0.24,0.21,-0.09,0.001415,,,,
05/24/2024 01:56:35 pm,2.090,,,,,-0.510,0.20,-0.1,0.002968
05/24/2024 01:56:35 pm,2.100,0.25,0.21,-0.04,0.001440,,,,
05/24/2024 01:56:35 pm,2.110,,,,,-0.506,0.20,-0.1,0.002945
05/24/2024 01:56:35 pm,2.120,0.25,0.21,-0.03,0.001464,,,,
05/24/2024 01:56:35 pm,2.130,,,,,-0.502,0.20,-0.1,0.002921
05/24/2024 01:56:35 pm,2.140,0.26,0.21,0.01,0.001488,,,,
05/24/2024 01:56:35 pm,2.150,,,,,-0.498,0.20,-0.1,0.002897
05/24/2024 01:56:35 pm,2.160,0.26,0.21,0.07,0.001512,,,,
05/24/2024 01:56:35 pm,2.170,,,,,-0.494,0.20,-0.1,0.002874
05/24/2024 01:56:35 pm,2.180,0.26,0.21,0.07,0.001536,,,,
05/24/2024 01:56:35 pm,2.190,,,,,-0.490,0.20,-0.1,0.002852
05/24/2024 01:56:35 pm,2.200,0.27,0.21,0.02,0.001561,,,,
05/24/2024 01:56:35 pm,2.210,,,,,-0.487,0.20,0.0,0.002829
05/24/2024 01:56:35 pm,2.220,0.27,0.21,0.01,0.001586,,,,
05/24/2024 01:56:35 pm,2.230,,,,,-0.483,0.20,,0.002806
05/24/2024 01:56:35 pm,2.240,0.28,0.21,,0.001610,,,,
05/24/2024 01:56:35 pm,2.250,,,,,-0.479,0.19,,0.002784
05/24/2024 01:56:35 pm,2.260,0.28,0.21,,0.001634,,,,
05/24/2024 01:56:35 pm,2.270,,,,,-0.475,,,0.002761
05/24/2024 01:56:35 pm,2.280,0.29,,,0.001660,,,,
